Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Parking type,Parking spaces,Longitude,Latitude,Location
2019,557,111012,111012,42 The Crescent KENSINGTON VIC 3031,Kensington,Residential,1,144.91889,-37.7943,"-37.7943, 144.91889"
2019,557,111013,111013,40 The Crescent KENSINGTON VIC 3031,Kensington,Residential,1,144.91889,-37.79421,"-37.79421, 144.91889"
2019,558,102258,102258,65-67 The Crescent KENSINGTON VIC 3031,Kensington,Residential,1,144.91848,-37.79399,"-37.79399, 144.91848"
2019,558,104067,104067,40 Francis Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.91833,-37.79368,"-37.79368, 144.91833"
2019,558,104068,104068,42 Francis Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.91828,-37.79371,"-37.79371, 144.91828"
2019,558,104069,104069,44 Francis Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.91822,-37.79374,"-37.79374, 144.91822"
2019,558,110152,110152,171 Stockmans Way KENSINGTON VIC 3031,Kensington,Residential,1,144.91802,-37.79314,"-37.79314, 144.91802"
2019,558,110164,110164,62 Willis Street KENSINGTON VIC 3031,Kensington,Residential,1,144.9185,-37.7937,"-37.7937, 144.9185"
2019,558,110824,110824,73 The Crescent KENSINGTON VIC 3031,Kensington,Residential,1,144.91829,-37.79406,"-37.79406, 144.91829"
2019,558,110825,110825,71 The Crescent KENSINGTON VIC 3031,Kensington,Residential,1,144.91834,-37.79403,"-37.79403, 144.91834"
2019,558,111141,111141,10-12 Speakmen Street KENSINGTON VIC 3031,Kensington,Residential,2,144.91811,-37.79417,"-37.79417, 144.91811"
2019,558,111142,111142,14-16 Speakmen Street KENSINGTON VIC 3031,Kensington,Residential,2,144.91803,-37.79421,"-37.79421, 144.91803"
2019,558,111143,111143,18-20 Speakmen Street KENSINGTON VIC 3031,Kensington,Residential,1,144.91798,-37.79427,"-37.79427, 144.91798"
2019,558,111324,111324,5 Merino Mews KENSINGTON VIC 3031,Kensington,Residential,1,144.91812,-37.79377,"-37.79377, 144.91812"
2019,558,111345,111345,20 Lascelles Square KENSINGTON VIC 3031,Kensington,Residential,1,144.91725,-37.79388,"-37.79388, 144.91725"
2019,558,556201,556201,203 Stockmans Way KENSINGTON VIC 3031,Kensington,Residential,1,144.91735,-37.79358,"-37.79358, 144.91735"
2019,558,556330,556330,23 Merino Mews KENSINGTON VIC 3031,Kensington,Residential,1,144.91775,-37.79347,"-37.79347, 144.91775"
2019,558,556560,556560,35-37 Merino Mews KENSINGTON VIC 3031,Kensington,Residential,1,144.91753,-37.79382,"-37.79382, 144.91753"
2019,558,556561,556561,31-33 Merino Mews KENSINGTON VIC 3031,Kensington,Residential,1,144.91755,-37.79373,"-37.79373, 144.91755"
2019,558,556562,556562,29 Merino Mews KENSINGTON VIC 3031,Kensington,Residential,1,144.91757,-37.79364,"-37.79364, 144.91757"
2019,558,583684,583684,30-32 Speakmen Street KENSINGTON VIC 3031,Kensington,Residential,1,144.91777,-37.79432,"-37.79432, 144.91777"
2019,559,108812,108812,291-309 Smithfield Road KENSINGTON VIC 3031,Kensington,Private,30,144.91879,-37.79213,"-37.79213, 144.91879"
2019,559,581060,573767,Building D 50 Rourke Lane KENSINGTON VIC 3031,Kensington,Residential,12,144.91629,-37.79381,"-37.79381, 144.91629"
2019,559,580965,580965,196 Stockmans Way KENSINGTON VIC 3031,Kensington,Residential,1,144.91726,-37.79325,"-37.79325, 144.91726"
2019,559,580966,580966,198 Stockmans Way KENSINGTON VIC 3031,Kensington,Residential,1,144.91721,-37.79328,"-37.79328, 144.91721"
2019,559,585143,585143,30 Rourke Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.91678,-37.79328,"-37.79328, 144.91678"
2019,559,585146,585146,38 Rourke Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.91665,-37.79337,"-37.79337, 144.91665"
2019,560,102250,102250,45 The Crescent KENSINGTON VIC 3031,Kensington,Residential,1,144.91901,-37.79363,"-37.79363, 144.91901"
2019,560,102251,102251,47 The Crescent KENSINGTON VIC 3031,Kensington,Residential,1,144.91896,-37.79367,"-37.79367, 144.91896"
2019,560,102252,102252,49 The Crescent KENSINGTON VIC 3031,Kensington,Residential,1,144.91892,-37.79372,"-37.79372, 144.91892"
2019,560,102253,102253,51 The Crescent KENSINGTON VIC 3031,Kensington,Residential,1,144.91887,-37.79376,"-37.79376, 144.91887"
2019,560,104070,104070,17 Francis Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.91896,-37.79357,"-37.79357, 144.91896"
2019,560,104071,104071,25 Francis Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.91879,-37.79367,"-37.79367, 144.91879"
2019,560,104074,104074,16-18 Francis Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.91884,-37.79339,"-37.79339, 144.91884"
2019,560,109182,109182,139-141 Stockmans Way KENSINGTON VIC 3031,Kensington,Residential,2,144.91883,-37.79262,"-37.79262, 144.91883"
2019,560,109183,109183,143-145 Stockmans Way KENSINGTON VIC 3031,Kensington,Residential,1,144.91874,-37.7927,"-37.7927, 144.91874"
2019,560,110156,110156,43-47 Willis Street KENSINGTON VIC 3031,Kensington,Residential,2,144.91861,-37.79327,"-37.79327, 144.91861"
2019,560,110166,110166,57-59 Willis Street KENSINGTON VIC 3031,Kensington,Residential,1,144.91871,-37.79351,"-37.79351, 144.91871"
2019,560,110947,110947,43 The Crescent KENSINGTON VIC 3031,Kensington,Residential,1,144.91908,-37.79361,"-37.79361, 144.91908"
2019,560,110948,110948,13 Francis Lane KENSINGTON VIC 3031,Kensington,Residential,2,144.91903,-37.79352,"-37.79352, 144.91903"
2019,560,110984,110984,53 Cakebread Mews KENSINGTON VIC 3031,Kensington,Residential,1,144.91894,-37.79333,"-37.79333, 144.91894"
2019,560,111032,111032,24 Cakebread Mews KENSINGTON VIC 3031,Kensington,Residential,1,144.91875,-37.7931,"-37.7931, 144.91875"
2019,560,111034,111034,20 Cakebread Mews KENSINGTON VIC 3031,Kensington,Residential,1,144.91875,-37.79298,"-37.79298, 144.91875"
2019,560,111035,111035,18 Cakebread Mews KENSINGTON VIC 3031,Kensington,Residential,1,144.91877,-37.79292,"-37.79292, 144.91877"
2019,560,111036,111036,16 Cakebread Mews KENSINGTON VIC 3031,Kensington,Residential,1,144.91882,-37.79284,"-37.79284, 144.91882"
2019,560,111250,111250,40-42 Gatehouse Drive KENSINGTON VIC 3031,Kensington,Residential,1,144.91925,-37.79257,"-37.79257, 144.91925"
2019,560,111251,111251,44-46 Gatehouse Drive KENSINGTON VIC 3031,Kensington,Residential,1,144.91929,-37.79264,"-37.79264, 144.91929"
2019,560,111252,111252,48-50 Gatehouse Drive KENSINGTON VIC 3031,Kensington,Residential,1,144.91925,-37.79268,"-37.79268, 144.91925"
2019,560,111254,111254,56 Gatehouse Drive KENSINGTON VIC 3031,Kensington,Residential,1,144.9192,-37.79283,"-37.79283, 144.9192"
2019,560,111256,111256,5 Cakebread Mews KENSINGTON VIC 3031,Kensington,Residential,1,144.91915,-37.79253,"-37.79253, 144.91915"
2019,560,111259,111259,23 Cakebread Mews KENSINGTON VIC 3031,Kensington,Residential,1,144.91908,-37.7929,"-37.7929, 144.91908"
2019,561,104212,104212,63 Gatehouse Drive KENSINGTON VIC 3031,Kensington,Residential,1,144.91968,-37.79286,"-37.79286, 144.91968"
2019,561,106341,106341,35 McAllister Mews KENSINGTON VIC 3031,Kensington,Residential,1,144.92008,-37.79283,"-37.79283, 144.92008"
2019,561,106346,106346,43 McAllister Mews KENSINGTON VIC 3031,Kensington,Residential,1,144.92002,-37.79302,"-37.79302, 144.92002"
2019,561,106347,106347,41 McAllister Mews KENSINGTON VIC 3031,Kensington,Residential,1,144.92003,-37.79296,"-37.79296, 144.92003"
2019,561,106349,106349,24 McAllister Mews KENSINGTON VIC 3031,Kensington,Residential,1,144.91986,-37.79285,"-37.79285, 144.91986"
2019,561,109165,109165,107 Stockmans Way KENSINGTON VIC 3031,Kensington,Residential,1,144.91983,-37.79241,"-37.79241, 144.91983"
2019,561,109166,109166,105 Stockmans Way KENSINGTON VIC 3031,Kensington,Residential,1,144.91992,-37.79242,"-37.79242, 144.91992"
2019,561,109167,109167,103 Stockmans Way KENSINGTON VIC 3031,Kensington,Residential,1,144.91997,-37.79241,"-37.79241, 144.91997"
2019,561,109198,109198,85 Stockmans Way KENSINGTON VIC 3031,Kensington,Residential,1,144.92046,-37.79249,"-37.79249, 144.92046"
2019,561,109201,109201,91 Stockmans Way KENSINGTON VIC 3031,Kensington,Residential,1,144.92031,-37.79247,"-37.79247, 144.92031"
2019,561,109205,109205,99 Stockmans Way KENSINGTON VIC 3031,Kensington,Residential,1,144.92011,-37.79245,"-37.79245, 144.92011"
2019,561,111293,110283,1 Vincent Place KENSINGTON VIC 3031,Kensington,Residential,2,144.92064,-37.79266,"-37.79266, 144.92064"
2019,561,110284,110284,7 Vincent Place KENSINGTON VIC 3031,Kensington,Residential,1,144.9206,-37.79254,"-37.79254, 144.9206"
2019,561,111043,111043,97-99 Gatehouse Drive KENSINGTON VIC 3031,Kensington,Residential,2,144.9195,-37.79366,"-37.79366, 144.9195"
2019,561,111084,111084,79 Gatehouse Drive KENSINGTON VIC 3031,Kensington,Residential,1,144.91959,-37.79325,"-37.79325, 144.91959"
2019,561,111086,111086,85-87 Gatehouse Drive KENSINGTON VIC 3031,Kensington,Residential,1,144.91958,-37.79337,"-37.79337, 144.91958"
2019,561,111087,111087,89-91 Gatehouse Drive KENSINGTON VIC 3031,Kensington,Residential,1,144.91955,-37.79344,"-37.79344, 144.91955"
2019,561,111262,111262,51 Gatehouse Drive KENSINGTON VIC 3031,Kensington,Residential,1,144.91979,-37.79261,"-37.79261, 144.91979"
2019,561,111266,111266,10 McAllister Mews KENSINGTON VIC 3031,Kensington,Residential,1,144.9199,-37.79255,"-37.79255, 144.9199"
2019,562,104132,104132,33 Gatehouse Drive KENSINGTON VIC 3031,Kensington,Residential,2,144.91984,-37.79208,"-37.79208, 144.91984"
2019,562,104133,104133,31 Gatehouse Drive KENSINGTON VIC 3031,Kensington,Residential,2,144.91995,-37.79202,"-37.79202, 144.91995"
2019,562,104599,104599,16-18 Halford Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92048,-37.79144,"-37.79144, 144.92048"
2019,562,106833,106833,44 Musgrove Mews KENSINGTON VIC 3031,Kensington,Residential,1,144.92009,-37.79189,"-37.79189, 144.92009"
2019,562,106835,106835,40 Musgrove Mews KENSINGTON VIC 3031,Kensington,Residential,1,144.92015,-37.79165,"-37.79165, 144.92015"
2019,562,106836,106836,38 Musgrove Mews KENSINGTON VIC 3031,Kensington,Residential,1,144.92016,-37.79161,"-37.79161, 144.92016"
2019,562,106843,106843,20 Musgrove Mews KENSINGTON VIC 3031,Kensington,Residential,2,144.92046,-37.79158,"-37.79158, 144.92046"
2019,562,106847,106847,28 Musgrove Mews KENSINGTON VIC 3031,Kensington,Residential,2,144.92031,-37.79142,"-37.79142, 144.92031"
2019,562,109195,109195,78 Stockmans Way KENSINGTON VIC 3031,Kensington,Residential,2,144.92045,-37.79214,"-37.79214, 144.92045"
2019,562,109196,109196,76 Stockmans Way KENSINGTON VIC 3031,Kensington,Residential,2,144.92055,-37.7922,"-37.7922, 144.92055"
2019,562,110830,110830,16 Greenham Place KENSINGTON VIC 3031,Kensington,Residential,1,144.92077,-37.79171,"-37.79171, 144.92077"
2019,562,110836,110836,4 Greenham Place KENSINGTON VIC 3031,Kensington,Residential,1,144.92105,-37.79153,"-37.79153, 144.92105"
2019,564,109177,109177,31-33 Stockmans Way KENSINGTON VIC 3031,Kensington,Residential,1,144.9222,-37.79162,"-37.79162, 144.9222"
2019,564,110768,110768,1-3 Watkins Way KENSINGTON VIC 3031,Kensington,Residential,1,144.92165,-37.79205,"-37.79205, 144.92165"
2019,564,110772,110772,2 Hutton Place KENSINGTON VIC 3031,Kensington,Residential,1,144.92128,-37.7923,"-37.7923, 144.92128"
2019,564,110773,110773,4 Hutton Place KENSINGTON VIC 3031,Kensington,Residential,1,144.92125,-37.79225,"-37.79225, 144.92125"
2019,564,110774,110774,6 Hutton Place KENSINGTON VIC 3031,Kensington,Residential,1,144.9212,-37.79221,"-37.79221, 144.9212"
2019,564,110775,110775,8 Hutton Place KENSINGTON VIC 3031,Kensington,Residential,1,144.92116,-37.79216,"-37.79216, 144.92116"
2019,565,111397,102399,2 Coopers Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.9239,-37.79057,"-37.79057, 144.9239"
2019,565,111398,102399,4 Coopers Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.9239,-37.79057,"-37.79057, 144.9239"
2019,565,111400,102399,8 Coopers Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.9239,-37.79057,"-37.79057, 144.9239"
2019,567,102176,102176,18-20 Colonial Place KENSINGTON VIC 3031,Kensington,Residential,1,144.9226,-37.79059,"-37.79059, 144.9226"
2019,567,102280,102280,4 Cuffe Walk KENSINGTON VIC 3031,Kensington,Residential,1,144.92308,-37.79044,"-37.79044, 144.92308"
2019,567,102285,102285,14 Cuffe Walk KENSINGTON VIC 3031,Kensington,Residential,1,144.92278,-37.79065,"-37.79065, 144.92278"
2019,567,104675,104675,6 Hardwick Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.9228,-37.79023,"-37.79023, 144.9228"
2019,567,104678,104678,12 Hardwick Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92256,-37.79038,"-37.79038, 144.92256"
2019,567,104679,104679,14 Hardwick Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92252,-37.7904,"-37.7904, 144.92252"
2019,567,104680,104680,16 Hardwick Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92242,-37.79046,"-37.79046, 144.92242"
2019,567,104682,104682,9 Hardwick Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92285,-37.79042,"-37.79042, 144.92285"
2019,567,104683,104683,11 Hardwick Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92279,-37.79046,"-37.79046, 144.92279"
2019,567,104684,104684,17 Hardwick Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92267,-37.79054,"-37.79054, 144.92267"
2019,567,105074,105074,15 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92235,-37.79037,"-37.79037, 144.92235"
2019,567,109495,109495,1-5 Mawbey Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92316,-37.7904,"-37.7904, 144.92316"
2019,567,109496,109496,7-9 Mawbey Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92305,-37.7903,"-37.7903, 144.92305"
2019,568,104219,104219,10-12 Gilbertson Walk KENSINGTON VIC 3031,Kensington,Residential,2,144.92224,-37.79086,"-37.79086, 144.92224"
2019,568,104221,104221,2-4 Gilbertson Walk KENSINGTON VIC 3031,Kensington,Residential,1,144.92242,-37.79075,"-37.79075, 144.92242"
2019,568,104224,104224,42 Gilbertson Walk KENSINGTON VIC 3031,Kensington,Residential,2,144.92158,-37.79128,"-37.79128, 144.92158"
2019,568,104225,104225,40 Gilbertson Walk KENSINGTON VIC 3031,Kensington,Residential,1,144.92165,-37.79123,"-37.79123, 144.92165"
2019,568,104226,104226,38 Gilbertson Walk KENSINGTON VIC 3031,Kensington,Residential,2,144.92171,-37.79119,"-37.79119, 144.92171"
2019,568,104490,104490,21-23 Gregory Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92184,-37.79101,"-37.79101, 144.92184"
2019,568,104491,104491,14-16 Gregory Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92193,-37.79079,"-37.79079, 144.92193"
2019,568,105056,105056,33-35 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,2,144.92206,-37.79057,"-37.79057, 144.92206"
2019,568,105057,105057,37-39 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,2,144.92195,-37.79064,"-37.79064, 144.92195"
2019,568,105075,105075,41-43 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92175,-37.79062,"-37.79062, 144.92175"
2019,568,108802,108802,8 Sims Square KENSINGTON VIC 3031,Kensington,Residential,1,144.92182,-37.79069,"-37.79069, 144.92182"
2019,568,108803,108803,6 Sims Square KENSINGTON VIC 3031,Kensington,Residential,1,144.92185,-37.79072,"-37.79072, 144.92185"
2019,568,108805,108805,1 Sims Square KENSINGTON VIC 3031,Kensington,Residential,1,144.92151,-37.79104,"-37.79104, 144.92151"
2019,568,108807,108807,5 Sims Square KENSINGTON VIC 3031,Kensington,Residential,1,144.92139,-37.79094,"-37.79094, 144.92139"
2019,568,108815,108815,4 Smorgon Square KENSINGTON VIC 3031,Kensington,Residential,1,144.92121,-37.79114,"-37.79114, 144.92121"
2019,568,109970,109970,28 Watkins Way KENSINGTON VIC 3031,Kensington,Residential,1,144.9213,-37.79135,"-37.79135, 144.9213"
2019,569,105044,105044,76-78 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92089,-37.79082,"-37.79082, 144.92089"
2019,569,105045,105045,72-74 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,2,144.92099,-37.79076,"-37.79076, 144.92099"
2019,569,105047,105047,64-66 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,1,144.9212,-37.79063,"-37.79063, 144.9212"
2019,569,105051,105051,46-48 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92163,-37.79036,"-37.79036, 144.92163"
2019,570,103391,103391,Quest Flemington Inn 552-600 Epsom Road FLEMINGTON VIC 3031,Kensington,Private,71,144.92185,-37.78883,"-37.78883, 144.92185"
2019,570,108810,108810,Flemington Racecourse 428-550 Epsom Road FLEMINGTON VIC 3031,Kensington,Private,6000,144.9127,-37.78907,"-37.78907, 144.9127"
2019,571,602254,602254,9-31 Leonard Crescent FLEMINGTON VIC 3032,Kensington,Private,16,144.90815,-37.78505,"-37.78505, 144.90815"
2019,571,602256,602256,Showgrounds Village 320-386 Epsom Road FLEMINGTON VIC 3031,Kensington,Private,371,144.91512,-37.78227,"-37.78227, 144.91512"
2019,601,100382,100382,38 Albert Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98993,-37.81077,"-37.81077, 144.98993"
2019,601,100384,100384,34 Albert Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.99005,-37.81079,"-37.81079, 144.99005"
2019,601,109616,109616,540 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98947,-37.81023,"-37.81023, 144.98947"
2019,602,100315,100315,1235-1247 Hoddle Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.99079,-37.81149,"-37.81149, 144.99079"
2019,602,100318,100318,9 Albert Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.99056,-37.81147,"-37.81147, 144.99056"
2019,602,100326,100326,31-33 Albert Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98986,-37.81146,"-37.81146, 144.98986"
2019,602,104536,104536,68 Grey Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98881,-37.81193,"-37.81193, 144.98881"
2019,602,104546,104546,36-42 Grey Street EAST MELBOURNE 3002,East Melbourne,Residential,7,144.98969,-37.81192,"-37.81192, 144.98969"
2019,602,104548,104548,18-30 Grey Street EAST MELBOURNE 3002,East Melbourne,Residential,16,144.9901,-37.81197,"-37.81197, 144.9901"
2019,602,104549,104549,12-14 Grey Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.99033,-37.81209,"-37.81209, 144.99033"
2019,602,104873,104873,1233 Hoddle Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.99049,-37.81167,"-37.81167, 144.99049"
2019,602,108772,108772,146 Simpson Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98908,-37.81142,"-37.81142, 144.98908"
2019,603,102403,102403,24-26 Darling Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.99006,-37.81289,"-37.81289, 144.99006"
2019,603,102404,102404,14-22 Darling Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.99005,-37.81299,"-37.81299, 144.99005"
2019,603,102406,102406,10 Darling Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.99,-37.81318,"-37.81318, 144.99"
2019,603,104503,104503,25 Grey Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98998,-37.81258,"-37.81258, 144.98998"
2019,603,104864,104864,1193 Hoddle Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.99046,-37.8129,"-37.8129, 144.99046"
2019,603,104866,104866,1197 Hoddle Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.99046,-37.81281,"-37.81281, 144.99046"
2019,604,104311,104311,45-47 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,4,144.98916,-37.81366,"-37.81366, 144.98916"
2019,604,104315,104315,55 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98884,-37.81363,"-37.81363, 144.98884"
